participant,group,speaker,image1,image2,image3,target,response,correct
C03-HV,HV,S0M,toys,shark,cake,toys,toys,1
C03-HV,HV,S07,park,road,tears,tears,tears,1
C03-HV,HV,S08M,lid,kite,ten,kite,kite,1
C03-HV,HV,S08M,ring,toys,bees,toys,toys,1
C03-HV,HV,S08M,suit,skirt,shark,skirt,skirt,1
C03-HV,HV,S0M,ball,shark,lid,ball,ball,1
C03-HV,HV,S06F,park,road,kite,road,road,1
C03-HV,HV,S0M,boys,cup,pears,boys,boys,1
C03-HV,HV,S06F,house,book,clock,clock,clock,1
C03-HV,HV,S06F,park,cot,gate,park,park,1
C03-HV,HV,S0M,foot,shirt,bike,bike,bike,1
C03-HV,HV,S06F,lid,gate,skirt,gate,gate,1
C03-HV,HV,S07,cake,foot,house,house,house,1
C03-HV,HV,S0M,foot,shark,piers,shark,shark,1
C03-HV,HV,S0M,toys,leg,bears,bears,bears,1
C03-HV,HV,S07,book,ring,paws,ring,ring,1
C03-HV,HV,S07,piers,book,gate,book,book,1
C03-HV,HV,S07,hat,leg,pears,hat,hat,1
C03-HV,HV,S06F,kite,ring,toys,kite,kite,1
C03-HV,HV,S07,clock,lid,cup,clock,clock,1
C03-HV,HV,S07,leg,cut,cake,cake,cake,1
C03-HV,HV,S08M,mouse,cot,road,mouse,mouse,1
C03-HV,HV,S07,ball,cup,bike,ball,ball,1
C03-HV,HV,S08M,house,piers,ring,piers,piers,1
C03-HV,HV,S0M,ring,ball,shirt,shirt,shirt,1
C03-HV,HV,S08M,coat,ring,park,coat,coat,1
C03-HV,HV,S08M,house,park,tears,tears,tears,1
C03-HV,HV,S07,food,suit,cut,cut,cut,1
C03-HV,HV,S0M,lid,hat,coat,coat,coat,1
C03-HV,HV,S0M,cot,paws,book,paws,paws,1
C03-HV,HV,S06F,house,bears,cat,bears,bears,1
C03-HV,HV,S06F,teeth,food,ring,food,food,1
C03-HV,HV,S0M,cut,boys,gate,cut,cut,1
C03-HV,HV,S07,gate,lid,bike,lid,lid,1
C03-HV,HV,S08M,bears,food,gate,gate,gate,1
C03-HV,HV,S07,mouse,ten,coat,mouse,mouse,1
C03-HV,HV,S0M,ball,shirt,hat,hat,hat,1
C03-HV,HV,S08M,bike,suit,hat,bike,bike,1
C03-HV,HV,S07,mouse,hat,food,food,food,1
C03-HV,HV,S08M,foot,park,road,park,park,1
C03-HV,HV,S0M,bike,teeth,cat,cat,cat,1
C03-HV,HV,S06F,cot,teeth,cat,cot,cot,1
C03-HV,HV,S0M,hat,piers,cake,cake,cake,1
C03-HV,HV,S0M,boys,bears,gate,gate,gate,1
C03-HV,HV,S06F,cake,shirt,leg,cake,cake,1
C03-HV,HV,S08M,house,shirt,boys,boys,boys,1
C03-HV,HV,S08M,foot,ball,cake,foot,foot,1
C03-HV,HV,S08M,shirt,kite,gate,shirt,shirt,1
C03-HV,HV,S08M,shirt,hat,gate,hat,hat,1
C03-HV,HV,S0M,ten,clock,bees,clock,clock,1
C03-HV,HV,S0M,coat,ring,tears,tears,tears,1
C03-HV,HV,S08M,bears,shark,ring,bears,bears,1
C03-HV,HV,S08M,shirt,ring,teeth,ring,ring,1
C03-HV,HV,S07,boys,bears,road,road,road,1
C03-HV,HV,S07,cat,paws,bears,paws,paws,1
C03-HV,HV,S08M,lid,shirt,house,lid,lid,1
C03-HV,HV,S08M,bears,ball,bees,ball,ball,1
C03-HV,HV,S07,cup,kite,teeth,cup,cup,1
C03-HV,HV,S06F,foot,bike,ball,foot,foot,1
C03-HV,HV,S0M,skirt,leg,cup,cup,cup,1
C03-HV,HV,S07,bees,road,ball,bees,bees,1
C03-HV,HV,S06F,cake,foot,house,house,house,1
C03-HV,HV,S0M,ring,toys,hat,ring,ring,1
C03-HV,HV,S06F,foot,ring,leg,ring,ring,1
C03-HV,HV,S08M,cat,road,ten,ten,ten,1
C03-HV,HV,S06F,park,pears,skirt,skirt,skirt,1
C03-HV,HV,S07,lid,piers,bike,piers,piers,1
C03-HV,HV,S08M,shark,road,book,road,road,1
C03-HV,HV,S08M,cat,shark,pears,cat,cat,1
C03-HV,HV,S08M,cut,boys,clock,clock,clock,1
C03-HV,HV,S07,mouse,leg,tears,leg,leg,1
C03-HV,HV,S07,cut,pears,boys,pears,pears,1
C03-HV,HV,S07,cup,leg,bears,bears,bears,1
C03-HV,HV,S06F,leg,cake,boys,boys,boys,1
C03-HV,HV,S0M,suit,house,boys,suit,suit,1
C03-HV,HV,S07,ten,teeth,ball,teeth,teeth,1
C03-HV,HV,S0M,ring,hat,pears,pears,pears,1
C03-HV,HV,S0M,kite,coat,lid,lid,lid,1
C04-HV,HV,S08M,hat,skirt,cut,hat,hat,1
C04-HV,HV,S07,suit,paws,hat,hat,hat,1
C04-HV,HV,S08M,piers,suit,road,road,road,1
C04-HV,HV,S06F,mouse,bees,cup,mouse,mouse,1
C04-HV,HV,S08M,bees,pears,ball,ball,ball,1
C04-HV,HV,S07,lid,bees,foot,foot,foot,1
C04-HV,HV,S0M,bike,teeth,coat,teeth,teeth,1
C04-HV,HV,S07,cup,ten,suit,suit,suit,1
C04-HV,HV,S07,hat,teeth,house,teeth,teeth,1
C04-HV,HV,S07,hat,clock,bike,clock,clock,1
C04-HV,HV,S0M,clock,leg,shark,leg,leg,1
C04-HV,HV,S0M,clock,tears,hat,tears,tears,1
C04-HV,HV,S07,book,skirt,foot,skirt,skirt,1
C04-HV,HV,S06F,house,coat,hat,house,house,1
C04-HV,HV,S07,toys,shark,bears,toys,toys,1
C04-HV,HV,S0M,book,mouse,shirt,mouse,mouse,1
C04-HV,HV,S08M,kite,bees,skirt,kite,kite,1
C04-HV,HV,S07,lid,tears,book,book,book,1
C04-HV,HV,S07,cup,toys,kite,cup,cup,1
C04-HV,HV,S06F,cot,piers,clock,cot,cot,1
C04-HV,HV,S0M,skirt,shirt,cake,shirt,shirt,1
C04-HV,HV,S06F,piers,cat,cup,piers,piers,1
C04-HV,HV,S08M,skirt,leg,pears,pears,pears,1
C04-HV,HV,S07,skirt,bike,food,bike,bike,1
C04-HV,HV,S0M,mouse,ball,cake,cake,cake,1
C04-HV,HV,S08M,book,shark,paws,paws,paws,1
C04-HV,HV,S08M,cake,cut,bears,cut,cut,1
C04-HV,HV,S0M,bees,food,paws,bees,bees,1
C04-HV,HV,S0M,cup,cut,gate,gate,gate,1
C04-HV,HV,S06F,ball,suit,tears,ball,ball,1
C04-HV,HV,S06F,cut,boys,house,cut,cut,1
C04-HV,HV,S07,shirt,cot,foot,cot,cot,1
C04-HV,HV,S08M,skirt,teeth,coat,teeth,teeth,1
C04-HV,HV,S0M,bears,cat,paws,paws,bears,0
C04-HV,HV,S08M,cat,toys,bees,toys,toys,1
C04-HV,HV,S0M,kite,boys,lid,kite,lid,0
C04-HV,HV,S07,cut,teeth,park,park,park,1
C04-HV,HV,S06F,ball,house,book,book,book,1
C04-HV,HV,S06F,gate,road,lid,gate,road,0
C04-HV,HV,S0M,coat,ring,food,ring,ring,1
C04-HV,HV,S07,kite,cot,house,house,house,1
C04-HV,HV,S08M,piers,cot,kite,piers,kite,0
C04-HV,HV,S08M,kite,bees,bears,bees,bees,1
C04-HV,HV,S0M,kite,ten,foot,foot,foot,1
C04-HV,HV,S08M,suit,book,hat,book,book,1
C04-HV,HV,S07,ten,boys,ring,boys,boys,1
C04-HV,HV,S08M,food,park,bees,food,food,1
C04-HV,HV,S08M,house,paws,bears,house,house,1
C04-HV,HV,S08M,clock,boys,park,boys,boys,1
C04-HV,HV,S07,kite,ten,lid,ten,ten,1
C04-HV,HV,S06F,cup,ten,bees,cup,cup,1
C04-HV,HV,S07,road,mouse,food,road,road,1
C04-HV,HV,S07,house,bears,paws,paws,bears,0
C04-HV,HV,S0M,ten,food,tears,ten,ten,1
C04-HV,HV,S06F,foot,ten,suit,foot,foot,1
C04-HV,HV,S0M,suit,ring,bike,bike,bike,1
C04-HV,HV,S06F,paws,foot,skirt,paws,paws,1
C04-HV,HV,S06F,shark,toys,food,shark,shark,1
C04-HV,HV,S06F,bears,ring,shirt,shirt,shirt,1
C04-HV,HV,S08M,park,teeth,cat,park,park,1
C04-HV,HV,S06F,piers,bears,lid,bears,lid,0
C04-HV,HV,S06F,boys,bees,pears,pears,pears,1
C04-HV,HV,S0M,suit,toys,cot,toys,toys,1
C04-HV,HV,S08M,coat,pears,house,coat,coat,1
C04-HV,HV,S06F,shark,teeth,hat,teeth,teeth,1
C04-HV,HV,S06F,park,skirt,ten,ten,ten,1
C04-HV,HV,S0M,piers,hat,suit,suit,piers,0
C04-HV,HV,S06F,bike,coat,lid,coat,coat,1
C04-HV,HV,S0M,food,skirt,cup,food,food,1
C04-HV,HV,S08M,skirt,boys,gate,skirt,gate,0
C04-HV,HV,S0M,bees,piers,clock,clock,clock,1
C04-HV,HV,S0M,hat,boys,cut,hat,cut,0
C04-HV,HV,S08M,ball,suit,skirt,suit,skirt,0
C04-HV,HV,S0M,leg,cot,skirt,skirt,cot,0
C04-HV,HV,S07,ring,cake,cat,ring,ring,1
C04-HV,HV,S0M,ball,suit,cut,ball,ball,1
C04-HV,HV,S07,pears,teeth,shark,pears,pears,1
C04-HV,HV,S06F,ring,kite,teeth,ring,ring,1
C04-HV,HV,S08M,kite,lid,foot,lid,lid,1
C04-HV,HV,S07,kite,cut,cake,kite,cut,0
C04-HV,HV,S06F,road,ring,bike,road,road,1
C04-HV,HV,S06F,ball,boys,piers,boys,boys,1
C04-HV,HV,S07,mouse,cot,cat,mouse,mouse,1
C04-HV,HV,S0M,book,cot,bees,book,book,1
C04-HV,HV,S06F,cup,shirt,leg,leg,leg,1
C04-HV,HV,S08M,road,cot,lid,cot,lid,0
C04-HV,HV,S08M,cup,coat,lid,cup,cup,1
C04-HV,HV,S0M,food,bees,house,house,house,1
C04-HV,HV,S06F,shirt,foot,park,park,park,1
C04-HV,HV,S0M,boys,pears,gate,boys,boys,1
C04-HV,HV,S0M,house,cot,food,cot,cot,1
C04-HV,HV,S07,hat,ball,foot,ball,ball,1
C04-HV,HV,S07,pears,shark,cat,shark,shark,1
C04-HV,HV,S08M,ball,cat,teeth,cat,cat,1
C04-HV,HV,S0M,cot,bike,cup,cup,cup,1
C04-HV,HV,S08M,leg,mouse,house,leg,leg,1
C04-HV,HV,S07,pears,shirt,road,shirt,shirt,1
C04-HV,HV,S0M,tears,lid,suit,lid,lid,1
C04-HV,HV,S06F,coat,tears,shark,tears,tears,1
C04-HV,HV,S07,ten,coat,gate,coat,coat,1
C04-HV,HV,S08M,cut,piers,clock,clock,clock,1
C04-HV,HV,S08M,shark,gate,bears,shark,gate,0
C04-HV,HV,S0M,road,park,piers,park,park,1
C04-HV,HV,S06F,kite,clock,pears,clock,clock,1
C04-HV,HV,S06F,kite,park,shark,kite,kite,1
C04-HV,HV,S08M,kite,cake,gate,gate,gate,1
C04-HV,HV,S08M,cake,lid,teeth,cake,cake,1
C04-HV,HV,S08M,tears,ring,food,ring,ring,1
C04-HV,HV,S07,cot,road,cat,cat,cat,1
C04-HV,HV,S07,gate,coat,cup,gate,coat,0
C04-HV,HV,S07,leg,food,piers,piers,piers,1
C04-HV,HV,S08M,teeth,food,ten,ten,ten,1
C04-HV,HV,S0M,cot,road,kite,road,kite,0
C04-HV,HV,S08M,piers,cot,bike,bike,bike,1
C04-HV,HV,S06F,book,toys,house,toys,toys,1
C04-HV,HV,S07,ball,lid,paws,lid,paws,0
C04-HV,HV,S08M,pears,foot,toys,foot,foot,1
C04-HV,HV,S07,bike,bees,cut,cut,cut,1
C04-HV,HV,S06F,hat,cake,ring,cake,cake,1
C04-HV,HV,S08M,house,ring,shirt,shirt,shirt,1
C04-HV,HV,S08M,tears,bees,toys,tears,bees,0
C04-HV,HV,S07,ball,food,paws,food,food,1
C04-HV,HV,S07,teeth,leg,ten,leg,leg,1
C04-HV,HV,S06F,cat,teeth,clock,cat,cat,1
C04-HV,HV,S06F,hat,kite,skirt,skirt,skirt,1
C04-HV,HV,S07,boys,bees,toys,bees,bees,1
C04-HV,HV,S0M,house,clock,piers,piers,piers,1
C04-HV,HV,S0M,coat,food,cup,coat,coat,1
C04-HV,HV,S06F,bike,food,bees,food,food,1
C04-HV,HV,S07,park,tears,bears,tears,tears,1
C04-HV,HV,S06F,ring,suit,paws,suit,suit,1
C04-HV,HV,S0M,bike,bees,bears,bears,bears,1
C04-HV,HV,S08M,kite,bees,bears,bears,bears,1
C04-HV,HV,S06F,skirt,bike,foot,bike,bike,1
C04-HV,HV,S0M,bees,cot,cat,cat,cat,1
C04-HV,HV,S08M,suit,mouse,cot,mouse,mouse,1
C04-HV,HV,S06F,hat,food,toys,hat,hat,1
C04-HV,HV,S07,cat,bears,skirt,bears,bears,1
C04-HV,HV,S0M,hat,lid,pears,pears,pears,1
C04-HV,HV,S06F,cake,lid,paws,lid,lid,1
C04-HV,HV,S0M,gate,shark,food,shark,shark,1
C04-HV,HV,S07,cake,mouse,cut,cake,cake,1
C04-HV,HV,S06F,clock,bees,food,bees,bees,1
C04-HV,HV,S0M,book,cut,kite,cut,kite,0
C05-HV,HV,S0M,book,cat,gate,book,book,1
C05-HV,HV,S06F,park,skirt,ten,skirt,skirt,1
C05-HV,HV,S07,hat,cup,ten,ten,ten,1
C05-HV,HV,S0M,bike,shirt,cot,bike,bike,1
C05-HV,HV,S08M,suit,coat,paws,coat,coat,1
C05-HV,HV,S08M,bees,ball,lid,ball,ball,1
C05-HV,HV,S07,shirt,teeth,coat,teeth,teeth,1
C05-HV,HV,S07,leg,skirt,pears,skirt,skirt,1
C05-HV,HV,S08M,cup,bees,pears,cup,cup,1
C05-HV,HV,S08M,foot,paws,lid,lid,lid,1
C05-HV,HV,S06F,bees,boys,pears,boys,boys,1
C05-HV,HV,S06F,kite,suit,park,suit,suit,1
C05-HV,HV,S06F,pears,lid,hat,hat,hat,1
C05-HV,HV,S08M,skirt,pears,kite,skirt,kite,0
C05-HV,HV,S08M,pears,suit,shirt,suit,suit,1
C05-HV,HV,S07,road,mouse,coat,mouse,mouse,1
C05-HV,HV,S08M,mouse,leg,ball,mouse,mouse,1
C05-HV,HV,S07,cake,park,cup,cup,cup,1
C05-HV,HV,S06F,toys,mouse,cot,mouse,mouse,1
C05-HV,HV,S0M,ball,piers,bears,bears,bears,1
C05-HV,HV,S08M,bike,shark,bees,shark,shark,1
C05-HV,HV,S08M,cat,teeth,suit,teeth,teeth,1
C05-HV,HV,S08M,hat,bears,shirt,hat,hat,1
C05-HV,HV,S07,shirt,bears,foot,shirt,shirt,1
C05-HV,HV,S06F,ring,lid,shirt,lid,lid,1
C05-HV,HV,S07,food,gate,ten,gate,gate,1
C05-HV,HV,S0M,cake,cup,cot,cake,cake,1
C05-HV,HV,S08M,hat,teeth,kite,kite,kite,1
C05-HV,HV,S06F,bears,ring,shirt,ring,ring,1
C05-HV,HV,S06F,book,suit,cot,cot,cot,1
C05-HV,HV,S0M,ball,suit,ten,suit,suit,1
C05-HV,HV,S0M,clock,cup,coat,clock,clock,1
C05-HV,HV,S06F,book,skirt,cot,book,book,1
C05-HV,HV,S07,shark,food,book,food,food,1
C05-HV,HV,S06F,bees,tears,kite,tears,tears,1
C05-HV,HV,S07,road,tears,gate,tears,tears,1
C05-HV,HV,S06F,shirt,foot,ring,shirt,shirt,1
C05-HV,HV,S07,cot,toys,cat,cot,cot,1
C05-HV,HV,S07,bees,piers,cut,bees,bees,1
C05-HV,HV,S06F,cat,foot,ring,cat,cat,1
C05-HV,HV,S06F,leg,lid,food,food,food,1
C05-HV,HV,S08M,cut,boys,gate,gate,gate,1
C05-HV,HV,S08M,skirt,cat,road,road,road,1
C05-HV,HV,S07,pears,teeth,toys,toys,toys,1
C05-HV,HV,S07,shark,cut,ball,cut,cut,1
C05-HV,HV,S0M,clock,coat,toys,coat,coat,1
C05-HV,HV,S0M,park,house,ball,house,house,1
C05-HV,HV,S0M,bees,ten,road,ten,ten,1
C05-HV,HV,S06F,bike,tears,shark,shark,shark,1
C05-HV,HV,S0M,toys,bike,ring,toys,toys,1
C05-HV,HV,S07,leg,kite,cot,leg,leg,1
C05-HV,HV,S0M,clock,boys,food,boys,boys,1
C05-HV,HV,S0M,kite,road,shark,road,road,1
C05-HV,HV,S0M,paws,boys,bees,bees,bees,1
C05-HV,HV,S07,tears,coat,suit,suit,suit,1
C05-HV,HV,S07,foot,hat,shark,shark,shark,1
C05-HV,HV,S06F,shark,bike,house,bike,bike,1
C05-HV,HV,S06F,coat,cake,bears,bears,bears,1
C05-HV,HV,S08M,gate,foot,bears,bears,bears,1
C05-HV,HV,S08M,clock,shirt,boys,boys,boys,1
C05-HV,HV,S07,bears,cake,foot,bears,bears,1
C05-HV,HV,S07,kite,boys,cot,kite,kite,1
C05-HV,HV,S08M,book,food,foot,food,food,1
C05-HV,HV,S08M,house,skirt,piers,piers,piers,1
C05-HV,HV,S06F,park,ball,lid,park,park,1
C05-HV,HV,S08M,cut,bees,food,bees,bees,1
C05-HV,HV,S08M,ball,bike,cat,bike,bike,1
C05-HV,HV,S0M,ring,tears,piers,tears,tears,1
C05-HV,HV,S07,cot,cat,ring,ring,ring,1
C05-HV,HV,S07,shark,paws,shirt,paws,paws,1
C05-HV,HV,S06F,paws,bears,cut,paws,paws,1
C05-HV,HV,S0M,teeth,cat,ring,teeth,teeth,1
C05-HV,HV,S08M,park,paws,pears,pears,pears,1
C05-HV,HV,S06F,road,tears,lid,road,road,1
C05-HV,HV,S0M,skirt,toys,piers,skirt,skirt,1
C05-HV,HV,S08M,lid,book,foot,book,book,1
C05-HV,HV,S06F,house,toys,skirt,house,house,1
C05-HV,HV,S06F,leg,ring,teeth,leg,leg,1
C05-HV,HV,S07,kite,road,cake,road,road,1
C05-HV,HV,S06F,cut,foot,skirt,foot,foot,1
C05-HV,HV,S08M,shirt,cup,cot,shirt,shirt,1
C05-HV,HV,S08M,cut,gate,paws,paws,paws,1
C05-HV,HV,S08M,foot,cut,cat,cut,cut,1
C05-HV,HV,S0M,shark,foot,paws,shark,shark,1
C05-HV,HV,S07,bike,road,foot,foot,foot,1
C05-HV,HV,S0M,toys,hat,lid,lid,lid,1
C05-HV,HV,S06F,tears,cup,ten,ten,ten,1
C05-HV,HV,S06F,food,boys,piers,piers,piers,1
C05-HV,HV,S07,park,road,suit,park,park,1
C05-HV,HV,S07,house,teeth,boys,house,house,1
C05-HV,HV,S07,ten,bees,cake,cake,cake,1
C05-HV,HV,S06F,pears,foot,hat,pears,pears,1
C05-HV,HV,S08M,hat,pears,cat,cat,cat,1
C05-HV,HV,S06F,gate,mouse,ball,ball,ball,1
C05-HV,HV,S0M,shirt,park,skirt,shirt,shirt,1
C05-HV,HV,S06F,ten,pears,teeth,teeth,teeth,1
C05-HV,HV,S0M,bees,cot,pears,cot,cot,1
C05-HV,HV,S06F,clock,bees,food,bees,bees,1
C05-HV,HV,S07,shirt,cut,pears,pears,pears,1
C05-HV,HV,S0M,park,suit,shark,park,park,1
C05-HV,HV,S0M,piers,teeth,ring,piers,piers,1
C05-HV,HV,S08M,leg,house,bike,house,house,1
C05-HV,HV,S08M,kite,cake,ring,cake,cake,1
C05-HV,HV,S07,cake,lid,bike,lid,lid,1
C05-HV,HV,S06F,kite,boys,food,kite,kite,1
C05-HV,HV,S08M,park,shirt,cat,park,park,1
C05-HV,HV,S07,boys,coat,piers,piers,piers,1
C05-HV,HV,S07,leg,shark,bike,bike,bike,1
C05-HV,HV,S0M,hat,road,paws,paws,paws,1
C05-HV,HV,S0M,cake,foot,paws,foot,foot,1
C05-HV,HV,S0M,cut,leg,cup,cup,cup,1
C05-HV,HV,S08M,ten,ring,gate,ring,ring,1
C05-HV,HV,S08M,park,clock,skirt,clock,clock,1
C05-HV,HV,S07,teeth,mouse,cat,cat,cat,1
C05-HV,HV,S07,ball,tears,cot,ball,ball,1
C05-HV,HV,S07,cake,coat,park,coat,cake,0
C05-HV,HV,S07,gate,bears,book,book,book,1
C05-HV,HV,S06F,toys,cup,cot,cup,cup,1
C05-HV,HV,S0M,cut,bees,paws,cut,cut,1
C05-HV,HV,S06F,clock,toys,cut,cut,cut,1
C05-HV,HV,S08M,cup,ball,toys,toys,toys,1
C05-HV,HV,S07,boys,piers,ten,boys,boys,1
C05-HV,HV,S08M,teeth,leg,house,leg,leg,1
C05-HV,HV,S0M,cat,house,clock,cat,cat,1
C05-HV,HV,S06F,mouse,clock,coat,coat,coat,1
C05-HV,HV,S0M,kite,mouse,food,food,food,1
C05-HV,HV,S08M,ten,road,cup,ten,ten,1
C05-HV,HV,S0M,piers,food,ball,ball,ball,1
C05-HV,HV,S0M,hat,kite,ring,ring,ring,1
C05-HV,HV,S08M,book,skirt,foot,foot,foot,1
C05-HV,HV,S06F,lid,cake,toys,toys,toys,1
C05-HV,HV,S0M,leg,shark,hat,hat,hat,1
C05-HV,HV,S07,cut,gate,clock,clock,clock,1
C05-HV,HV,S06F,leg,gate,cup,gate,gate,1
C05-HV,HV,S06F,bears,toys,cake,cake,cake,1
C05-HV,HV,S0M,kite,road,foot,kite,kite,1
C05-HV,HV,S0M,pears,ball,mouse,pears,pears,1
C05-HV,HV,S07,hat,cat,house,hat,hat,1
C05-HV,HV,S08M,pears,cup,cot,cot,cot,1
C05-HV,HV,S08M,cup,toys,tears,tears,tears,1
C05-HV,HV,S0M,gate,cot,skirt,gate,gate,1
C05-HV,HV,S06F,ten,clock,bears,clock,clock,1
C05-HV,HV,S0M,leg,shirt,house,leg,leg,1
C05-HV,HV,S0M,gate,ball,mouse,mouse,mouse,1
C06-HV,HV,S07,tears,bears,hat,bears,bears,1
C06-HV,HV,S0M,tears,park,piers,piers,piers,1
C06-HV,HV,S07,bike,shirt,clock,shirt,shirt,1
C06-HV,HV,S08M,teeth,shirt,ball,shirt,teeth,0
C06-HV,HV,S07,paws,food,ring,ring,ring,1
C06-HV,HV,S08M,ten,gate,leg,leg,leg,1
C06-HV,HV,S07,park,paws,leg,leg,leg,1
C06-HV,HV,S07,cat,pears,clock,pears,pears,1
C06-HV,HV,S0M,ten,gate,road,road,road,1
C06-HV,HV,S08M,cat,skirt,tears,skirt,skirt,1
C06-HV,HV,S06F,mouse,lid,cup,cup,cup,1
C06-HV,HV,S08M,pears,book,lid,book,book,1
C06-HV,HV,S07,suit,cake,leg,suit,suit,1
C06-HV,HV,S06F,food,coat,bears,coat,coat,1
C06-HV,HV,S0M,teeth,mouse,lid,mouse,mouse,1
C06-HV,HV,S06F,cat,boys,cot,cat,cat,1
C06-HV,HV,S07,boys,gate,cut,cut,cut,1
C06-HV,HV,S06F,cat,foot,mouse,foot,foot,1
C06-HV,HV,S06F,boys,clock,suit,boys,boys,1
C06-HV,HV,S07,toys,ball,foot,foot,foot,1
C06-HV,HV,S07,cat,hat,ten,hat,hat,1
C06-HV,HV,S0M,gate,ball,house,gate,gate,1
C06-HV,HV,S06F,foot,piers,cake,cake,cake,1
C06-HV,HV,S0M,park,foot,cot,foot,foot,1
C06-HV,HV,S0M,piers,food,paws,paws,paws,1
C06-HV,HV,S06F,cot,bears,cup,cot,cot,1
C06-HV,HV,S07,skirt,cut,coat,skirt,skirt,1
C06-HV,HV,S08M,ring,cake,piers,piers,piers,1
C06-HV,HV,S08M,paws,cup,ten,cup,cup,1
C06-HV,HV,S0M,skirt,park,ten,park,park,1
C06-HV,HV,S08M,hat,bike,kite,kite,kite,1
C06-HV,HV,S08M,cut,piers,cat,cat,cat,1
C06-HV,HV,S08M,cut,mouse,ring,ring,ring,1
C06-HV,HV,S06F,skirt,bears,toys,toys,toys,1
C06-HV,HV,S07,pears,cot,road,cot,cot,1
C06-HV,HV,S07,boys,food,teeth,teeth,teeth,1
C06-HV,HV,S08M,hat,clock,food,hat,hat,1
C06-HV,HV,S06F,pears,book,house,house,house,1
C06-HV,HV,S07,pears,mouse,boys,boys,boys,1
C06-HV,HV,S0M,bees,clock,tears,clock,clock,1
C06-HV,HV,S08M,leg,bike,foot,bike,bike,1
C06-HV,HV,S0M,foot,cut,bears,bears,bears,1
C06-HV,HV,S08M,boys,teeth,foot,boys,boys,1
C06-HV,HV,S06F,shirt,book,bears,bears,bears,1
C06-HV,HV,S07,shark,bears,bees,bees,bees,1
C06-HV,HV,S0M,clock,cup,book,cup,cup,1
C06-HV,HV,S08M,bike,bears,road,bears,road,0
C06-HV,HV,S07,clock,tears,pears,tears,pears,0
C06-HV,HV,S08M,tears,cat,toys,tears,tears,1
C06-HV,HV,S08M,house,lid,bees,bees,bees,1
C06-HV,HV,S06F,ball,cat,hat,hat,hat,1
C06-HV,HV,S06F,suit,clock,park,suit,suit,1
C06-HV,HV,S0M,toys,piers,cake,toys,toys,1
C06-HV,HV,S06F,ring,paws,lid,ring,ring,1
C06-HV,HV,S0M,park,house,coat,coat,coat,1
C06-HV,HV,S0M,cut,pears,park,pears,pears,1
C06-HV,HV,S0M,pears,shirt,ring,ring,ring,1
C06-HV,HV,S07,clock,gate,paws,gate,gate,1
C06-HV,HV,S0M,suit,clock,boys,suit,suit,1
C06-HV,HV,S07,cup,ten,ball,cup,cup,1
C06-HV,HV,S07,pears,cat,hat,cat,cat,1
C06-HV,HV,S06F,ten,mouse,paws,mouse,mouse,1
C06-HV,HV,S06F,park,hat,ten,ten,ten,1
C06-HV,HV,S08M,boys,food,cut,cut,cut,1
C06-HV,HV,S06F,bike,cot,house,bike,bike,1
C06-HV,HV,S0M,cut,house,park,cut,cut,1
C06-HV,HV,S0M,suit,shark,cake,shark,shark,1
C06-HV,HV,S07,shirt,ten,lid,lid,lid,1
C06-HV,HV,S08M,gate,cat,house,gate,gate,1
C06-HV,HV,S08M,lid,foot,ten,foot,foot,1
C06-HV,HV,S0M,shirt,coat,tears,tears,tears,1
C06-HV,HV,S07,foot,pears,park,park,park,1
C06-HV,HV,S08M,gate,teeth,kite,teeth,teeth,1
C06-HV,HV,S07,bees,coat,book,coat,coat,1
C06-HV,HV,S0M,ten,ball,teeth,teeth,teeth,1
C06-HV,HV,S07,piers,toys,clock,clock,clock,1
C06-HV,HV,S08M,food,coat,suit,suit,suit,1
C06-HV,HV,S08M,ball,cat,cot,cot,cot,1
C06-HV,HV,S07,teeth,ball,shark,shark,shark,1
C06-HV,HV,S0M,toys,paws,shirt,shirt,shirt,1
C06-HV,HV,S06F,cake,foot,shark,shark,shark,1
C06-HV,HV,S06F,road,gate,bees,bees,bees,1
C06-HV,HV,S08M,bees,paws,gate,paws,paws,1
C06-HV,HV,S0M,hat,foot,cot,hat,hat,1
C06-HV,HV,S06F,book,cake,piers,piers,cake,0
C06-HV,HV,S06F,house,piers,road,road,road,1
C06-HV,HV,S0M,cut,gate,cat,cat,cat,1
C06-HV,HV,S07,ten,teeth,paws,paws,paws,1
C06-HV,HV,S06F,coat,leg,book,leg,leg,1
C06-HV,HV,S06F,teeth,ball,coat,teeth,teeth,1
C06-HV,HV,S07,mouse,cup,road,mouse,mouse,1
C06-HV,HV,S0M,boys,gate,piers,boys,boys,1
C06-HV,HV,S0M,food,ball,toys,food,food,1
C06-HV,HV,S07,bike,teeth,ring,bike,bike,1
C06-HV,HV,S0M,leg,cat,skirt,leg,leg,1
C06-HV,HV,S06F,road,cut,hat,cut,cut,1
C06-HV,HV,S0M,book,foot,kite,book,book,1
C06-HV,HV,S0M,bike,ring,kite,kite,kite,1
C06-HV,HV,S0M,shirt,house,skirt,house,house,1
C06-HV,HV,S08M,house,gate,cake,cake,cake,1
C06-HV,HV,S08M,mouse,foot,bears,mouse,mouse,1
C06-HV,HV,S08M,boys,road,bees,road,road,1
C06-HV,HV,S08M,cat,toys,lid,lid,lid,1
C06-HV,HV,S06F,tears,ring,park,tears,tears,1
C06-HV,HV,S07,cut,book,pears,book,book,1
C06-HV,HV,S07,cake,house,piers,piers,piers,1
